id,image_path,question,ground_truth,prediction,correct
10,/home/nips25/vqa/data/result_v3/mug/mug_1/render_x135_y0_z60.png,"Which task is associated with point[47] in body?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Align Mug with Mouth, Drink Liquid, Fill with Beverage, Grasp Mug, Place Stationery Items in Mug, Upright Mug on the Surface]
Answer strictly from the provided options. Do not add any explanations or additional text.",Grasp Mug,Drink Liquid,False
11,/home/nips25/vqa/data/result_v3/mug/mug_1/render_x90_y0_z270.png,"Which primitive is related to 'Fill with Beverage' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[point[36], point[55], point[13], point[25]]
Answer strictly from the provided options. Do not add any explanations or additional text.",point[25],point[36],False
12,/home/nips25/vqa/data/result_v3/kettle/kettle_24/render_x135_y0_z240.png,"Which task is associated with point[42] in lid?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Align Kettle with Cup Opening, Fill with Water, Grasp Kettle, Grasp Lid, Open Lid, Position Lid on Kettle, Pour Liquid, Upright Kettle on the Surface]
Answer strictly from the provided options. Do not add any explanations or additional text.",Position Lid on Kettle,Position Lid on Kettle,True
13,/home/nips25/vqa/data/result_v3/spoon/spoon_18/render_x135_y0_z120.png,"Which primitive is related to 'Align Bowl with Food' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[point[1], point[15], point[10], point[2]]
Answer strictly from the provided options. Do not add any explanations or additional text.",point[10],point[1],False
14,/home/nips25/vqa/data/result_v3/scissors/scissors_6/render_x135_y0_z240.png,"Which task is associated with axis[-y] in handle?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Cut Package Seal, Cut Paper, Grasp Scissors, Position Scissors on Fabric, Position Scissors on Package, Position Scissors on Paper, Trim Fabric]
Answer strictly from the provided options. Do not add any explanations or additional text.",Grasp Scissors,Position Scissors on Fabric,False
15,/home/nips25/vqa/data/result_v3/mug/mug_0/render_x135_y0_z120.png,"What type of primitive is point[46][37] used as in the lip section?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Primary Axis, Functional Axis, Approach Axis, Rotation Axis]
Answer strictly from the provided options. Do not add any explanations or additional text.",Functional Axis,Rotation Axis,False
16,/home/nips25/vqa/data/result_v3/alcohol/alcohol_14/render_x135_y0_z240.png,"Which task is associated with axis[+z] in cap?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Align Bottle with Target, Grasp Bottle (Filling), Grasp Bottle (Pouring), Grasp Bottle (Uprighting), Grasp Cap, Position Bottle for Filling, Pour Liquid, Rotate Cap to Open, Rotate Cap to Seal, Upright Bottle on the Surface]
Answer strictly from the provided options. Do not add any explanations or additional text.","Rotate Cap to Seal, Rotate Cap to Open",Rotate Cap to Seal,False
17,/home/nips25/vqa/data/result_v3/spoon/spoon_16/render_x135_y0_z300.png,"Which primitive is related to 'Grasp Spoon' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[point[11][16], point[20][21], axis[+x]]
Answer strictly from the provided options. Do not add any explanations or additional text.",point[20][21],axis[+x],False
18,/home/nips25/vqa/data/result_v3/plate/plate_3/render_x135_y0_z300.png,"What type of primitive is point[34] used as in the surface section?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Anchor Point, Grasp Point, Actuation Point, Hinge Point]
Answer strictly from the provided options. Do not add any explanations or additional text.",Anchor Point,Hinge Point,False
19,/home/nips25/vqa/data/result_v3/spoon/spoon_23/render_x135_y0_z300.png,"Which primitive is related to 'Grasp Spoon' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[axis[+z], point[11][8], point[6][12]]
Answer strictly from the provided options. Do not add any explanations or additional text.",point[6][12],"axis[+z], point[11][8], point[6][12]",True
20,/home/nips25/vqa/data/result_v3/kettle/kettle_8/render_x135_y0_z300.png,"Which primitive is related to 'Grasp Lid' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[axis[-z], point[64][17], axis[+z], point[45][74]]
Answer strictly from the provided options. Do not add any explanations or additional text.",axis[-z],point[64][17],False
21,/home/nips25/vqa/data/result_v3/kettle/kettle_7/render_x135_y0_z120.png,"Which primitive is related to 'Position Lid on Kettle' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[axis[+z], axis[-y], axis[-z], axis[+x]]
Answer strictly from the provided options. Do not add any explanations or additional text.",axis[-z],axis[+z],False
22,/home/nips25/vqa/data/result_v3/kettle/kettle_0/render_x135_y0_z120.png,"What type of primitive is point[47] used as in the spout section?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Anchor Point, Grasp Point, Actuation Point, Hinge Point]
Answer strictly from the provided options. Do not add any explanations or additional text.",Anchor Point,Hinge Point,False
23,/home/nips25/vqa/data/result_v3/spoon/spoon_23/render_x135_y0_z120.png,"Which task is associated with axis[+x] in handle?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Align Bowl with Ingredients, Align Spoon with Food Surface, Grasp Spoon, Scoop Food, Stir Ingredients]
Answer strictly from the provided options. Do not add any explanations or additional text.",Grasp Spoon,Scoop Food,False
24,/home/nips25/vqa/data/result_v3/kettle/kettle_13/render_x135_y0_z300.png,"Which primitive is related to 'Grasp Kettle' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[point[37][55], point[69][27], axis[+z], axis[+x]]
Answer strictly from the provided options. Do not add any explanations or additional text.",point[69][27],axis[+z],False
25,/home/nips25/vqa/data/result_v3/scissors/scissors_6/render_x135_y0_z120.png,"Which primitive is related to 'Trim Fabric' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[axis[+z], axis[-y], axis[-z]]
Answer strictly from the provided options. Do not add any explanations or additional text.",axis[+z],axis[+z],True
26,/home/nips25/vqa/data/result_v3/kettle/kettle_11/render_x90_y0_z270.png,"What type of primitive is point[10] used as in the body section?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Anchor Point, Grasp Point, Actuation Point, Hinge Point]
Answer strictly from the provided options. Do not add any explanations or additional text.",Anchor Point,Hinge Point,False
27,/home/nips25/vqa/data/result_v3/spoon/spoon_3/render_x135_y0_z120.png,"Which task is associated with axis[-z] in handle?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Align Bowl for Measurement, Align Bowl with Food, Grasp Spoon, Scoop Food, Stir Liquid]
Answer strictly from the provided options. Do not add any explanations or additional text.",Grasp Spoon,Scoop Food,False
28,/home/nips25/vqa/data/result_v3/alcohol/alcohol_1/render_x90_y0_z270.png,"Which primitive is related to 'Grasp Bottle' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[point[26], point[23], point[2], point[20]]
Answer strictly from the provided options. Do not add any explanations or additional text.",point[23],point[26],False
29,/home/nips25/vqa/data/result_v3/pan/pan_13/render_x135_y0_z120.png,"Which primitive is related to 'Flip Food' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[axis[+y], axis[+z], axis[-x], axis[+x]]
Answer strictly from the provided options. Do not add any explanations or additional text.",axis[+x],axis[+z],False
30,/home/nips25/vqa/data/result_v3/kettle/kettle_23/render_x135_y0_z240.png,"Which task is associated with axis[-z] in body?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Align Kettle with Cup Opening, Fill with Water, Grasp Kettle, Grasp Lid, Open Lid, Position Lid on Kettle, Pour Liquid, Upright Kettle on the Surface]
Answer strictly from the provided options. Do not add any explanations or additional text.","Grasp Kettle, Upright Kettle on the Surface",Position Lid on Kettle,False
31,/home/nips25/vqa/data/result_v3/alcohol/alcohol_0/render_x135_y0_z240.png,"What type of primitive is point[32] used as in the base section?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Anchor Point, Grasp Point, Actuation Point, Hinge Point]
Answer strictly from the provided options. Do not add any explanations or additional text.",Anchor Point,Hinge Point,False
32,/home/nips25/vqa/data/result_v3/kettle/kettle_18/render_x90_y0_z90.png,"Which primitive is related to 'Upright Kettle on the Surface' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[point[49], point[11], point[58], point[28]]
Answer strictly from the provided options. Do not add any explanations or additional text.",point[49],point[49],True
33,/home/nips25/vqa/data/result_v3/kettle/kettle_0/render_x90_y0_z180.png,"Which task is associated with point[56] in base?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Align Kettle with Cup Opening, Ensure Lid is Closed, Fill with Water, Grasp Button, Grasp Kettle, Grasp Lid, Monitor Boiling Process, Open Lid, Position Lid on Kettle, Pour Water, Upright Kettle on the Surface]
Answer strictly from the provided options. Do not add any explanations or additional text.","Upright Kettle on the Surface, Monitor Boiling Process",Position Lid on Kettle,False
34,/home/nips25/vqa/data/result_v3/kettle/kettle_13/render_x135_y0_z300.png,"Which primitive is related to 'Grasp Kettle' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[point[37], point[17], point[47], point[22]]
Answer strictly from the provided options. Do not add any explanations or additional text.",point[17],point[37],False
35,/home/nips25/vqa/data/result_v3/mug/mug_1/render_x135_y0_z300.png,"Which primitive is related to 'Upright Mug on the Surface' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[point[16], point[13], point[36], point[60]]
Answer strictly from the provided options. Do not add any explanations or additional text.",point[16],point[16],True
36,/home/nips25/vqa/data/result_v3/kettle/kettle_4/render_x135_y0_z300.png,"Which primitive is related to 'Fill with Water' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[point[12], point[18], point[28], point[62]]
Answer strictly from the provided options. Do not add any explanations or additional text.",point[18],point[12],False
37,/home/nips25/vqa/data/result_v3/mug/mug_8/render_x135_y0_z240.png,"Which primitive is related to 'Grasp Mug' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[axis[+z], axis[-x]]
Answer strictly from the provided options. Do not add any explanations or additional text.",axis[-x],axis[+z],False
38,/home/nips25/vqa/data/result_v3/mug/mug_3/render_x135_y0_z120.png,"Which primitive is related to 'Fill with Beverage' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[point[32][42], point[19][55], axis[-x], axis[+z]]
Answer strictly from the provided options. Do not add any explanations or additional text.",axis[+z],axis[+z],True
39,/home/nips25/vqa/data/result_v3/pan/pan_20/render_x90_y0_z0.png,"Which primitive is related to 'Fry Egg' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[point[25], point[23], point[10], point[2]]
Answer strictly from the provided options. Do not add any explanations or additional text.",point[25],point[2],False
40,/home/nips25/vqa/data/result_v3/scissors/scissors_10/render_x135_y0_z60.png,"Which task is associated with axis[+y] in handles?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Align Blades with Material, Align Blades with Package, Align Blades with Plant, Align Blades with Thread, Cut Material, Cut Package, Grasp Scissors, Snip Thread, Trim Plant]
Answer strictly from the provided options. Do not add any explanations or additional text.",Grasp Scissors,Cut Material,False
41,/home/nips25/vqa/data/result_v3/pan/pan_0/render_x135_y0_z240.png,"Which primitive is related to 'Place Pan on Heat Source' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[axis[-x], axis[+z], point[39][37], axis[-z]]
Answer strictly from the provided options. Do not add any explanations or additional text.",axis[+z],point[39][37],False
